Name,Age,Experience (Years),Education Level,Hours Worked per week,Projects Completed,Performance Category
Usman Sheikh,53,19,Bachelor,6,0,Outstanding
Fatima Chaudhry,31,2,Bachelor,6,19,Good
Ahmed Sheikh,31,8,Master,4,1,Good
Ahmed Sheikh,57,25,Bachelor,8,6,Poor
Usman Shah,29,1,PhD,8,15,Excellent
Ayesha Qureshi,41,22,Master,6,3,Average
Hassan Qureshi,53,22,Bachelor,6,16,Excellent
Ahmed Malik,35,20,Master,7,3,Poor
Ahmed Raza,49,15,Master,9,2,Average
Usman Chaudhry,45,8,Bachelor,8,8,Outstanding
Ayesha Khan,36,12,Bachelor,8,14,Average
Hassan Butt,43,27,PhD,7,19,Excellent
Hassan Iqbal,51,26,Bachelor,8,2,Average
Usman Chaudhry,25,16,High School,4,11,Average
Hassan Raza,34,0,Bachelor,6,14,Excellent
Sara Chaudhry,44,17,Master,6,19,Average
Hassan Butt,29,8,Master,9,7,Good
Bilal Butt,39,12,PhD,6,11,Low
Ali Chaudhry,33,14,Bachelor,5,12,Low
Zain Khan,52,3,High School,4,14,Low
Sara Iqbal,35,32,Bachelor,4,10,Average
Ayesha Chaudhry,55,23,Master,7,16,Good
Amna Raza,39,9,High School,5,11,Average
Usman Sheikh,55,19,Bachelor,8,19,Average
Ahmed Khan,32,10,High School,9,17,Good
Fatima Khan,33,11,Bachelor,4,15,Low
Ahmed Khan,36,17,Master,5,2,Excellent
Zain Chaudhry,52,29,Master,5,8,Outstanding
Ayesha Ashraf,50,19,PhD,4,6,Poor
Ali Khan,47,24,High School,7,18,Poor
Ali Shah,39,11,PhD,5,4,Poor
Ahmed Sheikh,53,20,Master,6,18,Good
Ayesha Chaudhry,43,24,Bachelor,5,9,Low
Zain Chaudhry,59,10,PhD,8,19,Good
Amna Sheikh,38,8,Bachelor,4,11,Average
Hassan Chaudhry,44,24,Master,8,7,Good
Fatima Khan,45,34,Master,7,2,Good
Ali Qureshi,29,31,Master,9,18,Outstanding
Fatima Ashraf,27,13,Bachelor,6,10,Average
Bilal Malik,26,0,High School,4,7,Low
Bilal Iqbal,50,16,Bachelor,5,12,Poor
Ali Qureshi,49,24,Bachelor,6,9,Average
Hassan Sheikh,32,7,Master,5,17,Average
Ali Qureshi,22,4,Master,7,11,Outstanding
Fatima Iqbal,40,4,PhD,9,6,Good
Bilal Iqbal,30,34,High School,4,10,Low
Sara Raza,48,18,Master,7,9,Good
Zain Khan,55,22,PhD,7,2,Low
Ali Chaudhry,25,8,Master,9,6,Poor
Amna Malik,57,29,High School,7,3,Good
Hassan Chaudhry,39,15,High School,7,7,Outstanding
Ayesha Shah,36,32,High School,5,7,Poor
Zain Ashraf,34,1,Master,8,5,Good
Ayesha Iqbal,40,13,Master,5,12,Excellent
Zain Chaudhry,27,0,PhD,9,11,Low
Fatima Sheikh,33,25,Bachelor,6,2,Average
Zain Chaudhry,58,24,Bachelor,9,5,Good
Hassan Iqbal,38,15,Master,9,18,Good
Hassan Butt,44,14,Master,9,10,Average
Ahmed Chaudhry,47,25,PhD,9,3,Low
Sara Qureshi,50,15,Master,7,14,Average
Sara Khan,54,13,Bachelor,9,1,Good
Ali Khan,48,28,Master,6,14,Average
Hassan Malik,46,23,Master,9,16,Low
Sara Chaudhry,31,14,Bachelor,5,1,Good
Bilal Shah,44,18,Bachelor,7,6,Average
Usman Ashraf,42,7,Bachelor,5,15,Excellent
Fatima Iqbal,42,33,High School,7,4,Excellent
Sara Khan,34,1,Master,5,15,Good
Sara Qureshi,58,26,High School,4,18,Outstanding
Ayesha Malik,54,9,Bachelor,8,1,Outstanding
Ayesha Qureshi,45,34,Bachelor,8,14,Average
Amna Iqbal,32,22,Bachelor,7,3,Good
Fatima Khan,38,7,Bachelor,4,1,Good
Ali Ashraf,25,27,Master,6,9,Average
Fatima Shah,46,22,High School,4,4,Poor
Zain Chaudhry,51,3,High School,7,17,Average
Usman Sheikh,30,13,Bachelor,4,3,Low
Sara Ashraf,42,28,Bachelor,6,0,Average
Fatima Butt,41,0,Bachelor,7,17,Poor
Hassan Khan,40,3,High School,8,19,Excellent
Ahmed Butt,40,31,Master,9,5,Average
Ahmed Butt,33,32,Master,4,19,Low
Amna Ashraf,58,25,High School,8,19,Average
Hassan Shah,38,16,High School,8,13,Low
Usman Iqbal,58,22,PhD,5,9,Good
Ayesha Chaudhry,49,31,Master,6,17,Average
Fatima Iqbal,56,14,Bachelor,9,8,Average
Amna Khan,39,12,Master,4,11,Excellent
Sara Chaudhry,35,1,Master,8,9,Average
Fatima Ashraf,56,18,Master,8,18,Excellent
Ali Sheikh,28,23,Bachelor,6,5,Average
Ayesha Khan,34,23,Bachelor,9,13,Average
Fatima Shah,39,10,High School,9,7,Average
Amna Sheikh,58,21,PhD,8,13,Poor
Zain Chaudhry,34,14,Master,8,10,Low
Bilal Sheikh,57,9,Bachelor,8,15,Low
Zain Malik,52,26,PhD,8,19,Good
Ayesha Ashraf,23,8,PhD,5,5,Good
Usman Qureshi,37,27,PhD,5,14,Low
Bilal Malik,30,0,Master,9,14,Average
Hassan Raza,30,16,PhD,7,13,Excellent
Fatima Butt,59,30,Bachelor,4,11,Poor
Ayesha Raza,32,9,Master,6,1,Average
Amna Qureshi,43,28,Master,7,7,Average
Ahmed Malik,54,17,Bachelor,5,18,Good
Fatima Khan,57,5,High School,5,13,Average
Sara Malik,44,11,PhD,5,4,Excellent
Hassan Iqbal,55,13,Bachelor,7,8,Average
Usman Butt,30,9,Master,5,12,Average
Amna Sheikh,45,19,High School,7,8,Average
Sara Ashraf,29,14,High School,5,13,Average
Hassan Iqbal,28,30,Bachelor,8,4,Low
Ayesha Ashraf,57,6,Bachelor,8,1,Excellent
Ahmed Malik,39,9,Master,4,6,Low
Amna Sheikh,24,9,Bachelor,5,15,Excellent
Sara Khan,49,27,High School,4,10,Average
Hassan Shah,27,29,Bachelor,7,10,Average
Amna Malik,42,2,Bachelor,4,11,Low
Usman Qureshi,49,14,Bachelor,5,12,Average
Usman Chaudhry,22,20,Master,7,7,Good
Ali Ashraf,57,11,Bachelor,7,15,Excellent
Hassan Khan,42,3,High School,8,0,Good
Ali Iqbal,56,8,Bachelor,7,12,Average
Ayesha Khan,34,27,High School,7,10,Poor
Zain Qureshi,31,22,High School,4,3,Excellent
Sara Ashraf,31,21,Bachelor,9,3,Excellent
Sara Raza,34,23,Master,7,14,Average
Ayesha Qureshi,58,25,PhD,6,2,Poor
Amna Ashraf,59,29,Master,9,18,Good
Hassan Malik,45,32,Bachelor,8,1,Good
Ayesha Sheikh,23,15,Bachelor,8,5,Average
Ahmed Qureshi,43,21,Bachelor,7,7,Average
Ali Khan,38,17,Master,4,16,Excellent
Zain Iqbal,57,6,PhD,9,4,Low
Amna Malik,35,25,High School,8,1,Average
Sara Iqbal,31,7,High School,8,11,Poor
Fatima Iqbal,56,5,Master,6,4,Low
Fatima Qureshi,46,29,Master,7,9,Excellent
Ahmed Qureshi,24,22,Master,9,8,Average
Zain Raza,59,31,Master,8,19,Good
Ahmed Malik,38,21,PhD,8,7,Average
Ayesha Chaudhry,33,8,Bachelor,8,0,Good
Fatima Iqbal,45,30,PhD,8,5,Average
Hassan Khan,50,6,PhD,4,10,Poor
Ahmed Khan,46,8,Master,5,2,Excellent
Hassan Khan,57,12,Bachelor,6,14,Low
Ali Shah,47,2,Bachelor,4,10,Average
Usman Malik,59,34,Bachelor,6,4,Average
Bilal Shah,22,32,Bachelor,8,15,Poor
Ahmed Chaudhry,41,20,Master,6,6,Poor
Zain Butt,49,30,High School,7,5,Good
Zain Ashraf,37,33,Bachelor,7,8,Average
Ayesha Ashraf,38,31,Master,5,6,Average
Sara Iqbal,49,34,High School,5,2,Average
Ali Butt,33,14,Bachelor,6,10,Average
Zain Sheikh,48,31,Bachelor,4,11,Good
Ali Butt,51,5,Master,4,10,Excellent
Ali Butt,55,20,Bachelor,8,1,Poor
Ayesha Butt,58,32,Master,4,0,Average
Hassan Raza,27,31,Bachelor,5,1,Average
Sara Sheikh,28,18,PhD,4,13,Average
Zain Qureshi,53,32,Bachelor,8,12,Average
Fatima Shah,53,27,Bachelor,7,4,Average
Ahmed Ashraf,46,30,High School,4,1,Poor
Fatima Butt,54,20,High School,4,18,Average
Hassan Khan,28,33,Bachelor,5,16,Low
Ali Butt,33,14,High School,6,10,Low
Ali Ashraf,37,13,Bachelor,7,15,Outstanding
Hassan Butt,37,18,Bachelor,6,19,Average
Ahmed Qureshi,57,14,Bachelor,8,17,Average
Fatima Chaudhry,34,5,Bachelor,8,19,Average
Zain Sheikh,28,8,Master,6,7,Excellent
Amna Malik,57,19,PhD,5,1,Average
Bilal Malik,30,33,High School,9,16,Average
Fatima Iqbal,53,25,Bachelor,5,10,Average
Ali Qureshi,32,17,PhD,9,13,Excellent
Amna Butt,29,27,High School,9,15,Good
Bilal Chaudhry,54,8,PhD,5,14,Average
Bilal Raza,44,31,High School,9,14,Good
Zain Raza,46,5,Master,9,2,Good
Amna Sheikh,29,13,Bachelor,9,6,Outstanding
Hassan Shah,43,27,PhD,7,11,Excellent
Ali Ashraf,25,23,Bachelor,8,2,Average
Sara Chaudhry,24,12,Master,9,18,Good
Bilal Shah,50,11,High School,8,9,Average
Zain Ashraf,50,18,Bachelor,8,7,Average
Amna Raza,55,20,Master,7,15,Low
Ahmed Malik,55,26,Bachelor,8,15,Poor
Zain Butt,49,18,PhD,6,11,Poor
Ali Chaudhry,34,23,Bachelor,4,4,Outstanding
Zain Butt,36,25,Master,7,19,Low
Fatima Iqbal,44,27,Bachelor,4,5,Poor
Ali Butt,47,17,PhD,6,5,Average
Ahmed Qureshi,25,28,PhD,5,7,Average
Bilal Malik,47,16,Bachelor,5,16,Excellent
Zain Malik,30,3,Master,9,11,Good
Zain Shah,26,28,Master,5,13,Average
Fatima Butt,53,3,Bachelor,7,1,Excellent
Usman Malik,41,9,Master,5,18,Poor
Sara Sheikh,32,24,High School,7,5,Outstanding
Zain Khan,36,30,Master,7,17,Poor
Ahmed Sheikh,53,2,Bachelor,4,3,Good
Hassan Iqbal,49,1,High School,5,4,Poor
Ayesha Shah,43,24,Bachelor,8,5,Excellent
Zain Chaudhry,38,5,Bachelor,5,14,Low
Hassan Raza,47,25,Master,5,5,Poor
Sara Ashraf,28,7,PhD,5,7,Excellent
Ayesha Chaudhry,47,34,Bachelor,9,8,Poor
Ayesha Shah,46,26,High School,8,5,Good
Fatima Malik,31,24,Master,8,1,Good
Zain Khan,40,17,Bachelor,7,15,Average
Zain Iqbal,32,0,Bachelor,8,19,Average
Bilal Sheikh,34,2,Bachelor,7,0,Excellent
Ayesha Khan,29,3,Bachelor,4,15,Excellent
Fatima Iqbal,25,14,Bachelor,7,0,Average
Usman Khan,52,7,Master,5,0,Low
Amna Ashraf,49,18,Bachelor,6,6,Average
Ali Qureshi,32,25,Master,6,15,Low
Usman Raza,22,9,Bachelor,9,16,Average
Bilal Chaudhry,59,13,Bachelor,5,15,Excellent
Bilal Ashraf,45,18,Master,7,15,Good
Bilal Shah,52,29,Bachelor,5,5,Good
Bilal Shah,47,4,Bachelor,9,17,Average
Amna Raza,26,30,Master,8,2,Average
Ahmed Butt,41,6,Bachelor,7,7,Good
Ahmed Raza,32,18,Master,5,3,Good
Amna Shah,54,30,Bachelor,8,3,Good
Fatima Shah,59,23,Master,9,16,Poor
Ahmed Qureshi,48,33,High School,8,4,Average
Ahmed Sheikh,55,22,Bachelor,7,13,Average
Usman Malik,36,5,PhD,9,14,Low
Usman Sheikh,53,26,Master,9,11,Good
Hassan Shah,42,10,Bachelor,9,12,Average
Ahmed Malik,26,4,Bachelor,4,17,Excellent
Ahmed Shah,27,16,Bachelor,9,13,Average
Hassan Chaudhry,59,6,Master,4,18,Average
Bilal Chaudhry,43,26,Master,8,6,Good
Ahmed Butt,39,14,Master,4,5,Average
Amna Shah,35,12,Bachelor,8,4,Good
Amna Butt,31,10,Master,4,3,Good
Bilal Ashraf,34,25,Bachelor,8,17,Excellent
Sara Sheikh,52,21,High School,8,13,Average
Bilal Chaudhry,51,27,Bachelor,9,15,Low
Usman Chaudhry,24,23,PhD,9,19,Average
Hassan Raza,51,28,Master,8,13,Good
Amna Qureshi,27,8,Bachelor,9,4,Average
Bilal Iqbal,50,3,Master,8,10,Average
Zain Ashraf,29,17,PhD,9,11,Poor
Usman Khan,54,15,Bachelor,6,17,Average
Zain Butt,38,32,Bachelor,4,3,Good
Fatima Malik,32,28,PhD,8,12,Low
Zain Butt,34,9,Master,5,19,Average
Ali Sheikh,32,8,Bachelor,9,12,Poor
Amna Qureshi,52,30,Bachelor,9,3,Good
Hassan Iqbal,49,27,Bachelor,7,6,Excellent
Ali Iqbal,27,2,High School,5,1,Average
Zain Malik,37,13,PhD,5,17,Poor
Sara Butt,25,24,Bachelor,6,5,Low
Ali Iqbal,56,14,Master,4,15,Average
Zain Qureshi,47,1,Bachelor,6,2,Average
Zain Khan,33,23,Bachelor,4,14,Average
Fatima Iqbal,32,13,High School,8,19,Excellent
Usman Butt,58,6,Master,6,9,Excellent
Hassan Iqbal,46,23,Bachelor,7,8,Low
Hassan Chaudhry,39,26,Master,4,10,Low
Fatima Shah,40,29,High School,6,13,Average
Fatima Qureshi,44,26,Bachelor,7,11,Average
Ayesha Sheikh,59,14,High School,5,6,Average
Usman Chaudhry,39,25,Bachelor,9,10,Good
Ayesha Chaudhry,47,0,Master,8,16,Low
Ayesha Khan,27,3,Bachelor,8,8,Good
Hassan Chaudhry,25,28,Master,5,12,Average
Ahmed Chaudhry,50,0,Bachelor,6,15,Outstanding
Usman Qureshi,55,21,Bachelor,9,2,Good
Zain Khan,38,10,Bachelor,5,4,Good
Ayesha Butt,37,9,High School,7,16,Low
Ali Sheikh,23,16,Master,9,0,Good
Amna Malik,55,25,Master,4,8,Poor
Ayesha Qureshi,29,20,Bachelor,6,16,Good
Ahmed Chaudhry,34,12,Bachelor,9,12,Poor
Ayesha Qureshi,29,8,Master,4,14,Low
Ayesha Khan,51,10,Master,5,7,Low
Ali Chaudhry,53,10,Master,8,7,Poor
Ahmed Chaudhry,57,5,Bachelor,9,1,Average
Ahmed Butt,51,0,Bachelor,9,9,Outstanding
Fatima Sheikh,22,5,PhD,4,4,Average
Ayesha Raza,38,12,Master,4,15,Good
Hassan Sheikh,41,21,Bachelor,8,18,Low
Amna Khan,45,30,Master,4,0,Average
Fatima Malik,43,21,Master,4,12,Low
Ahmed Chaudhry,50,26,Bachelor,9,3,Low
Ahmed Butt,43,13,Bachelor,8,6,Poor
Bilal Shah,30,4,Bachelor,8,0,Average
Sara Butt,58,31,High School,9,1,Poor
Ahmed Raza,31,33,Master,5,15,Excellent
Zain Ashraf,57,6,Bachelor,5,13,Average
Usman Qureshi,58,9,Master,9,4,Good
Ali Khan,49,16,PhD,4,13,Outstanding
Ahmed Butt,49,29,High School,6,16,Good
Bilal Butt,42,20,Bachelor,5,11,Excellent
Ayesha Butt,45,12,Master,5,19,Low
Amna Raza,23,0,Master,9,11,Good
Bilal Shah,29,0,Master,9,2,Average
Hassan Qureshi,48,32,Bachelor,6,1,Average
Ahmed Iqbal,43,24,Bachelor,6,14,Average
Bilal Khan,58,25,Bachelor,8,10,Excellent
Ayesha Butt,48,12,PhD,9,9,Excellent
Bilal Ashraf,50,27,Bachelor,5,17,Poor
Amna Khan,24,32,PhD,7,1,Average
Ali Iqbal,34,29,Bachelor,7,6,Good
Fatima Shah,31,7,PhD,4,6,Good
Zain Qureshi,57,0,Master,5,6,Poor
Fatima Qureshi,30,11,Bachelor,7,13,Average
Ayesha Malik,48,4,Master,5,1,Good
Ayesha Chaudhry,55,23,Bachelor,9,1,Good
Bilal Butt,22,5,Bachelor,5,14,Average
Sara Chaudhry,53,24,High School,7,10,Good
Sara Iqbal,46,0,High School,5,9,Average
Fatima Sheikh,50,24,Bachelor,6,2,Excellent
Fatima Iqbal,28,0,Master,4,16,Average
Usman Khan,24,31,Master,8,8,Average
Ali Khan,41,2,High School,7,14,Excellent
Bilal Malik,41,18,Master,9,13,Poor
Amna Malik,51,28,Master,8,18,Excellent
Hassan Ashraf,56,1,PhD,4,16,Good
Sara Qureshi,56,8,Master,6,19,Excellent
Ayesha Raza,48,16,Bachelor,6,16,Average
Usman Khan,47,16,Bachelor,6,15,Good
Zain Malik,35,11,Master,6,19,Good
Usman Chaudhry,38,19,High School,7,7,Good
Sara Chaudhry,39,2,High School,7,6,Low
Ali Malik,50,3,High School,5,11,Average
Ali Chaudhry,41,16,Bachelor,9,0,Average
Ahmed Shah,48,14,Bachelor,5,11,Average
Zain Sheikh,39,32,Bachelor,9,5,Good
Ali Sheikh,25,15,High School,4,15,Average
Ayesha Qureshi,22,10,Master,5,17,Excellent
Hassan Malik,22,19,Bachelor,4,18,Average
Hassan Qureshi,47,23,Bachelor,4,2,Poor
Bilal Ashraf,41,15,High School,4,2,Poor
Ayesha Sheikh,44,29,High School,6,4,Average
Ali Qureshi,31,33,Bachelor,8,2,Average
Usman Shah,32,0,Bachelor,8,18,Average
Bilal Ashraf,26,23,Bachelor,7,4,Good
Usman Qureshi,22,23,Master,4,13,Average
Ayesha Sheikh,38,8,Bachelor,6,15,Outstanding
Hassan Malik,43,21,Bachelor,5,0,Excellent
Hassan Raza,55,11,Bachelor,5,16,Poor
Zain Shah,50,16,Master,7,10,Excellent
Ahmed Butt,25,24,Master,7,8,Good
Ali Sheikh,26,27,Master,4,3,Average
Amna Shah,32,14,Bachelor,4,1,Average
Sara Chaudhry,42,29,Bachelor,5,8,Good
Ali Butt,56,26,Bachelor,5,4,Outstanding
Ayesha Malik,33,21,Master,5,3,Average
Usman Malik,47,9,High School,5,4,Low
Ali Chaudhry,40,30,PhD,8,17,Average
Ayesha Butt,28,26,Master,4,12,Poor
Usman Butt,28,11,Master,4,4,Average
Ahmed Khan,47,30,High School,5,18,Good
Usman Shah,26,31,Master,6,2,Average
Ayesha Sheikh,42,31,Bachelor,5,17,Poor
Fatima Shah,35,34,High School,9,5,Good
Zain Khan,25,20,Bachelor,7,5,Average
Amna Butt,44,9,Master,9,4,Low
Hassan Shah,41,15,Bachelor,6,0,Good
Bilal Malik,36,6,Bachelor,7,7,Outstanding
Amna Raza,50,3,High School,6,0,Good
Usman Shah,29,26,Master,7,5,Average
Hassan Malik,40,24,Master,5,19,Average
Zain Iqbal,49,30,Master,5,13,Low
Fatima Ashraf,48,10,Bachelor,6,10,Good
Ayesha Shah,25,19,Bachelor,7,1,Average
Usman Malik,36,16,Bachelor,8,3,Outstanding
Fatima Iqbal,56,10,Bachelor,6,12,Outstanding
Fatima Malik,58,29,PhD,6,6,Average
Hassan Qureshi,22,34,Bachelor,9,5,Outstanding
Sara Sheikh,24,21,Bachelor,4,2,Outstanding
Amna Khan,45,26,Bachelor,6,8,Average
Bilal Raza,48,34,Master,8,13,Average
Ayesha Shah,57,3,Bachelor,5,19,Good
Ali Ashraf,55,15,Bachelor,7,10,Average
Hassan Malik,50,15,Master,4,4,Average
Hassan Raza,45,20,Bachelor,7,13,Poor
Ahmed Khan,45,25,Master,5,18,Average
Sara Khan,25,18,High School,6,7,Outstanding
Zain Raza,24,16,Master,9,6,Low
Hassan Shah,55,25,High School,8,6,Good
Ali Iqbal,44,21,High School,4,2,Average
Ayesha Butt,44,27,Master,8,2,Good
Amna Butt,26,0,Bachelor,8,17,Good
Usman Khan,52,1,Bachelor,8,12,Low
Fatima Khan,27,16,Bachelor,8,0,Average
Fatima Khan,58,20,Master,5,4,Excellent
Bilal Malik,31,8,Bachelor,8,3,Average
Sara Iqbal,28,12,PhD,9,15,Good
Hassan Iqbal,59,10,PhD,8,14,Good
Ahmed Chaudhry,42,15,Master,5,17,Average
Sara Malik,41,15,Bachelor,7,16,Excellent
Usman Sheikh,24,1,Bachelor,5,13,Average
Hassan Khan,43,7,Master,9,13,Average
Hassan Chaudhry,25,12,High School,9,18,Low
Usman Raza,49,16,Bachelor,6,5,Average
Ahmed Khan,33,23,High School,5,12,Good
Ahmed Khan,59,2,High School,7,17,Average
Ayesha Malik,57,29,Bachelor,6,14,Good
Hassan Chaudhry,26,12,Bachelor,6,6,Good
Ahmed Chaudhry,34,18,Master,4,18,Average
Ali Malik,44,6,Bachelor,8,16,Average
Ali Butt,51,8,Bachelor,6,8,Outstanding
Zain Chaudhry,58,18,High School,6,10,Outstanding
Sara Malik,46,21,Bachelor,9,4,Average
Sara Shah,48,17,Bachelor,7,1,Good
Fatima Shah,35,22,Master,6,14,Average
Fatima Malik,57,1,PhD,7,11,Low
Zain Iqbal,37,10,High School,8,9,Good
Ahmed Ashraf,43,30,Bachelor,9,9,Average
Sara Khan,42,32,Bachelor,4,19,Low
Zain Sheikh,42,13,PhD,4,10,Good
Fatima Malik,29,15,Master,8,9,Excellent
Ali Qureshi,37,10,Master,8,6,Excellent
Ahmed Shah,52,32,Bachelor,9,13,Average
Ahmed Ashraf,31,6,PhD,9,12,Average
Amna Sheikh,53,30,High School,5,4,Low
Hassan Raza,55,13,High School,6,18,Good
Zain Khan,30,27,Master,6,9,Excellent
Ahmed Malik,38,15,PhD,6,7,Excellent
Zain Shah,32,18,High School,7,17,Good
Ahmed Khan,53,16,High School,5,0,Poor
Hassan Malik,31,25,High School,6,4,Average
Usman Khan,43,5,High School,7,10,Average
Ahmed Malik,38,8,Bachelor,7,19,Excellent
Zain Qureshi,25,16,PhD,4,10,Poor
Bilal Butt,46,30,Master,7,15,Average
Ahmed Raza,42,11,Master,8,9,Low
Ahmed Qureshi,58,22,Master,9,14,Good
Amna Butt,59,4,Bachelor,7,6,Good
Bilal Raza,22,2,Master,8,14,Average
Ahmed Chaudhry,46,23,Bachelor,8,15,Good
Usman Chaudhry,57,16,Bachelor,4,5,Average
Ahmed Butt,38,25,Bachelor,4,10,Low
Zain Malik,45,3,Bachelor,7,16,Average
Ayesha Ashraf,23,11,Master,4,14,Outstanding
Bilal Khan,36,0,PhD,4,15,Average
Amna Raza,53,20,Bachelor,9,1,Poor
Sara Malik,27,18,Master,6,3,Average
Amna Malik,22,20,High School,7,18,Average
Zain Ashraf,44,17,Master,7,5,Average
Amna Iqbal,38,2,Bachelor,7,17,Average
Sara Butt,55,31,High School,4,10,Outstanding
Sara Qureshi,50,9,Bachelor,9,8,Good
Usman Raza,30,14,Master,4,2,Poor
Ali Sheikh,34,4,High School,8,1,Good
Hassan Butt,27,3,PhD,5,17,Good
Ahmed Sheikh,27,27,High School,5,14,Excellent
Usman Khan,41,3,PhD,5,17,Average
Fatima Qureshi,24,14,Master,6,18,Average
Sara Shah,38,16,Bachelor,4,14,Good
Ayesha Ashraf,33,2,Bachelor,8,16,Good
Zain Butt,22,9,Master,8,17,Average
Usman Malik,38,22,Master,5,17,Low
Usman Iqbal,24,17,Master,9,10,Good
Ahmed Sheikh,47,0,Bachelor,6,17,Poor
Usman Butt,36,34,Bachelor,6,2,Low
Amna Malik,57,30,PhD,5,12,Average
Ali Raza,53,0,Bachelor,5,13,Average
Hassan Chaudhry,53,2,Bachelor,4,3,Average
Zain Ashraf,25,2,Bachelor,9,17,Average
Bilal Raza,39,18,Master,6,4,Poor
Fatima Raza,40,28,Master,8,13,Low
Ali Ashraf,56,24,Bachelor,5,11,Low
Sara Malik,35,32,High School,4,6,Average
Sara Shah,54,28,High School,8,11,Low
Sara Shah,35,25,Bachelor,6,7,Average
Sara Malik,55,3,Bachelor,5,2,Average
Hassan Chaudhry,25,13,PhD,9,0,Low
Hassan Khan,45,26,Bachelor,5,2,Low
Bilal Sheikh,50,32,Bachelor,9,10,Good
Sara Chaudhry,40,21,Master,4,17,Average
Hassan Sheikh,27,2,Bachelor,4,6,Excellent
Bilal Ashraf,54,22,Bachelor,6,8,Average
Ahmed Butt,40,20,High School,9,3,Excellent
Sara Ashraf,22,22,Bachelor,5,9,Average
Ayesha Raza,26,3,PhD,4,17,Average
Fatima Sheikh,48,20,Bachelor,5,15,Average
Usman Chaudhry,37,30,Bachelor,6,11,Excellent
Usman Qureshi,27,20,Master,9,18,Average
Ahmed Malik,34,25,PhD,5,2,Excellent
Hassan Butt,56,34,Bachelor,8,7,Average
Bilal Sheikh,40,23,Bachelor,5,18,Good
Fatima Raza,33,10,PhD,7,8,Excellent
Ayesha Chaudhry,37,28,Bachelor,7,18,Outstanding
Ahmed Chaudhry,31,2,Master,6,16,Good
Ahmed Chaudhry,46,0,Master,6,12,Average
Amna Raza,41,18,Master,6,1,Average
Ali Shah,52,21,Bachelor,8,3,Average
Amna Butt,25,13,Bachelor,9,10,Poor
Sara Chaudhry,44,13,Master,8,1,Poor
Hassan Butt,23,15,Bachelor,5,3,Average
Ayesha Khan,43,32,Bachelor,4,3,Good
Bilal Raza,58,12,Bachelor,9,19,Poor
Sara Ashraf,29,11,High School,7,0,Average
Bilal Chaudhry,28,32,PhD,7,10,Average
Sara Chaudhry,35,32,Bachelor,7,1,Excellent
Ahmed Chaudhry,24,28,PhD,5,18,Low
Usman Shah,37,4,High School,5,7,Average
Usman Khan,40,5,Bachelor,6,19,Outstanding
Hassan Iqbal,39,30,Bachelor,4,3,Average
Usman Shah,37,15,Master,6,15,Good
Amna Shah,29,30,Master,5,14,Excellent
Hassan Malik,54,24,High School,8,4,Low
Hassan Butt,33,32,PhD,6,4,Outstanding
Sara Malik,32,12,Bachelor,9,14,Good
Amna Khan,26,9,Master,5,16,Low
Bilal Raza,48,23,PhD,5,2,Average
Ahmed Ashraf,33,9,Master,8,17,Average
Ayesha Raza,38,30,PhD,8,10,Excellent
Ali Khan,27,12,Bachelor,8,5,Low
Hassan Qureshi,54,2,High School,4,11,Good
Ahmed Butt,26,33,Bachelor,9,16,Average
Zain Chaudhry,49,27,Bachelor,5,13,Good
Usman Butt,35,18,Master,8,5,Good
Hassan Sheikh,26,22,Bachelor,4,9,Average
Bilal Sheikh,54,31,Master,7,15,Average
Fatima Butt,40,12,Bachelor,9,17,Excellent
Usman Malik,43,32,Bachelor,7,19,Average
Bilal Ashraf,26,33,Master,7,5,Good
Amna Khan,23,32,Bachelor,5,18,Low
Ayesha Shah,51,4,Master,4,2,Good
Ayesha Chaudhry,25,2,Bachelor,4,11,Good
Amna Chaudhry,54,6,Master,7,15,Average
Sara Malik,34,23,High School,9,2,Good
Zain Ashraf,41,21,Bachelor,6,15,Average
Usman Iqbal,28,22,Master,7,3,Excellent
Fatima Khan,36,29,Master,5,19,Low
Ali Shah,44,17,Bachelor,7,12,Low
Fatima Butt,35,31,Bachelor,9,3,Good
Zain Khan,44,6,Bachelor,9,3,Good
Fatima Ashraf,40,32,Bachelor,7,6,Average
Ahmed Iqbal,50,4,Master,4,11,Outstanding
Ali Iqbal,41,27,Master,7,1,Good
Sara Sheikh,50,7,High School,8,15,Outstanding
Fatima Raza,45,14,Bachelor,8,6,Average
Amna Malik,39,3,Master,6,18,Low
Hassan Chaudhry,31,33,Bachelor,5,10,Average
Sara Raza,29,4,Master,5,0,Outstanding
Fatima Ashraf,47,32,High School,4,8,Average
Ayesha Iqbal,50,4,Master,5,4,Outstanding
Bilal Qureshi,31,33,Bachelor,6,16,Good
Usman Malik,38,25,Master,8,0,Average
Fatima Ashraf,23,0,Bachelor,4,16,Average
Hassan Butt,27,3,Bachelor,9,11,Average
Amna Iqbal,26,25,Master,8,12,Good
Ali Butt,49,32,High School,6,10,Poor
Amna Iqbal,26,32,Bachelor,4,12,Excellent
Ayesha Butt,39,7,Bachelor,7,12,Average
Zain Ashraf,47,19,Bachelor,5,5,Excellent
Ali Raza,41,15,PhD,6,5,Average
Hassan Malik,48,20,Master,4,19,Average
Ali Shah,33,25,High School,8,9,Average
Ahmed Qureshi,28,22,Master,4,18,Good
Ali Malik,24,17,Bachelor,7,2,Average
Ahmed Qureshi,31,30,PhD,6,6,Outstanding
